panel,min_distinct,min_span,observed_affine_screen,n,median_income,median_span,mean_true_slope,zero_tax_share,share_single,share_similar,mean_error,sd_error,rmse_error,median_iid_se,median_hc3_se,median_max_leverage,share_leverage_gt_09,median_max_loo_change,median_box_radius_100,median_rms_radius_100
own_pair,2,0,False,4197,45000,502,0.14393716793,0.14319752204,0.344293543007,0.323326185371,-5.79489303139,835.794240423,835.814329328,,,1,1,,0.398406374502,0.398406374502
own_pair,2,1000,False,3,25000,1000,0.16,0,0.333333333333,0,-0.499666666667,1.00286268031,1.12044648838,,,1,1,,0.2,0.2
native_local,2,0,False,4197,45000,17246,0.143270579091,0.14319752204,0.344293543007,0.323326185371,-0.804915540594,63.7328453727,63.7379280204,0.0238994037653,0.0680627999871,0.912091750866,0.513700262092,0.0575013332981,0.012771389582,0.0147238246434
native_local,2,0,True,3424,52881.5,22857,0.157330607959,0.106308411215,0.322721962617,0.31308411215,0.0287989927119,2.09942846132,2.09962597769,0.0239179480699,0.068020557383,0.817067536691,0.416471962617,0.0573880176254,0.00983642343001,0.0113216841984
native_local,2,1000,False,3443,53400,23066,0.157692220264,0.102236421725,0.32239326169,0.309904153355,0.0293887379723,0.714412430836,0.715016656626,0.0235066590393,0.067525574498,0.812272805334,0.41126924194,0.0567275819501,0.00968262864188,0.0111491055316
native_local,2,1000,True,3370,54000,23232.5,0.158261127396,0.104451038576,0.319287833828,0.310979228487,0.0301976543379,0.720134324819,0.720767191339,0.0235407404471,0.0675023966827,0.811112102299,0.410979228487,0.0567275819501,0.00958587809888,0.0110840884199
native_local,2,5000,False,3048,58000,26574.5,0.167319547539,0.0748031496063,0.293307086614,0.296587926509,0.0140672656779,0.50527949007,0.505475272441,0.0234377686882,0.0639230191445,0.769565057929,0.357611548556,0.0538413363924,0.00841421817715,0.00968111765458
native_local,2,5000,True,2987,58000,26728,0.167666554961,0.0763307666555,0.290927351858,0.298292601272,0.0147249993265,0.507346778442,0.507560419261,0.0234148850486,0.0634164954785,0.769201056769,0.357214596585,0.0532717383728,0.00840111219552,0.00967182846367
native_local,2,10000,False,2611,64360,31512,0.17910988678,0.0432784373803,0.272692454998,0.275373420146,0.000459980672682,0.381154667162,0.381154944716,0.0250891167475,0.0602856647051,0.73279158305,0.296438146304,0.0507621074324,0.00719313558495,0.0085197388334
native_local,2,10000,True,2562,64000,31496.5,0.179203746935,0.044106167057,0.270491803279,0.276346604215,0.00152768643683,0.38058314931,0.380586215416,0.02492960774,0.0598983170598,0.732475115951,0.297033567525,0.0507161025515,0.00719653928289,0.00852036125809
native_local,2,20000,False,1899,75000,38481,0.195155977714,0.0121116377041,0.211690363349,0.241179568194,-0.0131276502312,0.284473570305,0.284776311168,0.0267787528812,0.0548473321119,0.683498127707,0.230647709321,0.0459581521921,0.0059632828624,0.00691700641345
native_local,2,20000,True,1866,74500,38355.5,0.194726687981,0.0123258306538,0.210075026795,0.243301178992,-0.0117629659323,0.281167873791,0.2814138245,0.0264802522106,0.0542715563822,0.683337555593,0.229903536977,0.0453903759252,0.00599282518595,0.00694538601444
native_local,3,0,False,3497,52500,22593,0.156791622254,0.104089219331,0.325421790106,0.311981698599,0.0279306614083,2.07806987744,2.07825757243,0.0238994037653,0.0680627999871,0.818335584469,0.416356877323,0.0575013332981,0.00987070203722,0.0113808383841
native_local,3,0,True,3424,52881.5,22857,0.157330607959,0.106308411215,0.322721962617,0.31308411215,0.0287989927119,2.09942846132,2.09962597769,0.0239179480699,0.068020557383,0.817067536691,0.416471962617,0.0573880176254,0.00983642343001,0.0113216841984
native_local,3,1000,False,3442,53406,23071,0.157708981514,0.102266124346,0.322196397443,0.309994189425,0.029397276246,0.714516026334,0.715120515535,0.0235066590393,0.067525574498,0.812181761824,0.411098198722,0.0567275819501,0.00968056128996,0.0111486646086
native_local,3,1000,True,3370,54000,23232.5,0.158261127396,0.104451038576,0.319287833828,0.310979228487,0.0301976543379,0.720134324819,0.720767191339,0.0235407404471,0.0675023966827,0.811112102299,0.410979228487,0.0567275819501,0.00958587809888,0.0110840884199
native_local,3,5000,False,3048,58000,26574.5,0.167319547539,0.0748031496063,0.293307086614,0.296587926509,0.0140672656779,0.50527949007,0.505475272441,0.0234377686882,0.0639230191445,0.769565057929,0.357611548556,0.0538413363924,0.00841421817715,0.00968111765458
native_local,3,5000,True,2987,58000,26728,0.167666554961,0.0763307666555,0.290927351858,0.298292601272,0.0147249993265,0.507346778442,0.507560419261,0.0234148850486,0.0634164954785,0.769201056769,0.357214596585,0.0532717383728,0.00840111219552,0.00967182846367
native_local,3,10000,False,2611,64360,31512,0.17910988678,0.0432784373803,0.272692454998,0.275373420146,0.000459980672682,0.381154667162,0.381154944716,0.0250891167475,0.0602856647051,0.73279158305,0.296438146304,0.0507621074324,0.00719313558495,0.0085197388334
native_local,3,10000,True,2562,64000,31496.5,0.179203746935,0.044106167057,0.270491803279,0.276346604215,0.00152768643683,0.38058314931,0.380586215416,0.02492960774,0.0598983170598,0.732475115951,0.297033567525,0.0507161025515,0.00719653928289,0.00852036125809
native_local,3,20000,False,1899,75000,38481,0.195155977714,0.0121116377041,0.211690363349,0.241179568194,-0.0131276502312,0.284473570305,0.284776311168,0.0267787528812,0.0548473321119,0.683498127707,0.230647709321,0.0459581521921,0.0059632828624,0.00691700641345
native_local,3,20000,True,1866,74500,38355.5,0.194726687981,0.0123258306538,0.210075026795,0.243301178992,-0.0117629659323,0.281167873791,0.2814138245,0.0264802522106,0.0542715563822,0.683337555593,0.229903536977,0.0453903759252,0.00599282518595,0.00694538601444
native_local,4,0,False,2584,60008,30612.5,0.173862498483,0.0611455108359,0.303405572755,0.289086687307,0.0127487578869,0.568612314653,0.568755215538,0.0280700798907,0.0543783721583,0.704475674333,0.22213622291,0.0455424019998,0.00749165930543,0.00878919646834
native_local,4,0,True,2538,60000,30653.5,0.173995271617,0.0622537431048,0.301418439716,0.290780141844,0.0141449246815,0.571482602847,0.571657628525,0.0280198431214,0.0542715563822,0.703642613228,0.223798266351,0.0454433097574,0.00748174076737,0.00878370154349
native_local,4,1000,False,2582,60037.5,30636,0.173900347043,0.0611928737413,0.303640588691,0.289310611929,0.00669387935437,0.484351424622,0.484397678106,0.028048101538,0.0542715563822,0.704278845669,0.222308288149,0.0454967057524,0.00748648634533,0.00878370154349
native_local,4,1000,True,2536,60008,30676.5,0.174033911414,0.0623028391167,0.30165615142,0.291009463722,0.00798131898854,0.486084861213,0.48615038183,0.0279205541206,0.0539733164139,0.70313561175,0.223974763407,0.0454155547057,0.00748112630122,0.00878238962883
native_local,4,5000,False,2499,62257,31479,0.176837555068,0.0528211284514,0.292116846739,0.286514605842,0.0058400747486,0.450591966889,0.450629811595,0.027846501438,0.0539269668014,0.69893431399,0.216486594638,0.0453998162366,0.00726460390879,0.00861744733297
native_local,4,5000,True,2455,62210,31481,0.176932790104,0.0537678207739,0.290427698574,0.288391038697,0.00726965699097,0.451759549138,0.451818036548,0.0277111368187,0.0536855845624,0.697928530805,0.217922606925,0.0451525284848,0.00726350942431,0.00861596230244
native_local,4,10000,False,2307,65000,33418,0.183092352214,0.0355439965323,0.276983094928,0.272648461205,-0.00435269509237,0.323129774558,0.323159089552,0.027846501438,0.052276266411,0.687128539871,0.203727785002,0.0436419357863,0.00684052354859,0.00812283732782
native_local,4,10000,True,2266,65000,33416,0.18320829646,0.036187113857,0.27493380406,0.274051191527,-0.00312205570988,0.321780269759,0.321795415191,0.0276744914855,0.051888963322,0.685713910499,0.205207413945,0.0434466207554,0.00684103101325,0.00812603632906
native_local,4,20000,False,1785,75000,38880,0.196322356794,0.0100840336134,0.217927170868,0.243697478992,-0.0108962086073,0.273083130912,0.273300427644,0.0282474488555,0.0490543731852,0.667328803519,0.181512605042,0.0406432075369,0.00595165369911,0.00692049867828
native_local,4,20000,True,1756,74994.5,38741.5,0.19594533024,0.0102505694761,0.216400911162,0.246013667426,-0.00944771925658,0.269007189105,0.269173043207,0.0279205541206,0.0488275104469,0.667729624848,0.181662870159,0.0400861375773,0.00595865458953,0.00694801230484
native_local,6,0,False,1018,70000,39834,0.19883002756,0.0176817288802,0.325147347741,0.283889980354,-0.00879812034938,0.287693048165,0.287827547125,0.0297667870274,0.0406499086911,0.554259184352,0.0471512770138,0.0308962072796,0.00603451283844,0.00709443958447
native_local,6,0,True,1011,70000,39747,0.198506429251,0.0178041543027,0.325420375865,0.285855588526,-0.00847540872662,0.288313411636,0.288437958463,0.029728881672,0.0406016335368,0.554538783232,0.0474777448071,0.0308677336997,0.00604206186562,0.0071310934806
native_local,6,1000,False,1018,70000,39834,0.19883002756,0.0176817288802,0.325147347741,0.283889980354,-0.00879812034938,0.287693048165,0.287827547125,0.0297667870274,0.0406499086911,0.554259184352,0.0471512770138,0.0308962072796,0.00603451283844,0.00709443958447
native_local,6,1000,True,1011,70000,39747,0.198506429251,0.0178041543027,0.325420375865,0.285855588526,-0.00847540872662,0.288313411636,0.288437958463,0.029728881672,0.0406016335368,0.554538783232,0.0474777448071,0.0308677336997,0.00604206186562,0.0071310934806
native_local,6,5000,False,1016,70000,39873.5,0.19887693706,0.0177165354331,0.323818897638,0.284448818898,-0.0100861688178,0.284958125464,0.285136570908,0.0297667870274,0.0406499086911,0.553950518638,0.0472440944882,0.0308962072796,0.00603068910341,0.00708920193685
native_local,6,5000,True,1009,70000,39783,0.198553022765,0.017839444995,0.324083250743,0.286422200198,-0.00977175344485,0.285568094479,0.285735233651,0.029728881672,0.0406016335368,0.553979585471,0.0475718533201,0.0308677336997,0.00604064464649,0.00711222173198
native_local,6,10000,False,1008,70705.5,40029.5,0.199760880992,0.014880952381,0.320436507937,0.282738095238,-0.0105267346666,0.285329580263,0.285523696943,0.0297667870274,0.0407152596606,0.553950518638,0.047619047619,0.0311511384101,0.00600581916652,0.00704253838977
native_local,6,10000,True,1001,70000,39940,0.199440559398,0.014985014985,0.320679320679,0.284715284715,-0.0102128873635,0.285946698444,0.28612902233,0.029728881672,0.040703388281,0.553979585471,0.047952047952,0.031017803772,0.00602817935936,0.00708415085559
native_local,6,20000,False,902,75000,41953,0.206717259518,0.00221729490022,0.280487804878,0.266075388027,-0.0158227128167,0.259533296796,0.260015173378,0.0288880678747,0.0400924076142,0.551716378213,0.0465631929047,0.0306646934383,0.00573699245544,0.00668141185758
native_local,6,20000,True,895,75000,41897,0.206413407823,0.00223463687151,0.280446927374,0.268156424581,-0.0155131158297,0.260087318374,0.260549553716,0.0285943547098,0.0400464799589,0.552099175997,0.0469273743017,0.0305017188319,0.00574611011516,0.00669722072667
own_bracket,2,0,False,4168,45000,17384,0.143682464983,0.15019193858,0.342850287908,0.323176583493,-0.810878997369,63.9534667596,63.9586072028,0.023861971805,0.0677311845554,0.910943626683,0.512476007678,0.0571760399711,0.0125796715629,0.0144530625857
own_bracket,2,0,True,3458,52572.5,22721,0.156795836221,0.108155002892,0.323597455176,0.312319259688,0.0274261677951,2.08962893859,2.08980891367,0.0236725502153,0.0675563873472,0.819320419226,0.415268941585,0.0571211981385,0.00984187011932,0.0113465068044
own_bracket,2,1000,False,3441,53412,23076,0.15772696779,0.10897994769,0.322580645161,0.309793664632,0.0290159409896,0.716112093885,0.716699697112,0.0234809500654,0.067102655981,0.816045077108,0.413251961639,0.0562047167915,0.00967849393804,0.0111482236855
