sd,opt_tax_certain,opt_tax_uncertain,welfare_certain,welfare_uncertain
0.0,0.6,0.6,64.6907301953176,64.6907301953176
0.1,0.6,0.21499999999999997,64.6907301953176,56.03284251796577
0.2,0.6,0.1875,64.6907301953176,56.032679847316835
