sd,loss_pct_eu,loss_pct_expected_rule
0.0,0.0,0.0
0.025,0.0,0.0
0.05,0.0,0.0
0.07500000000000001,0.0,0.0
0.1,0.0,0.0
0.125,0.0,0.0
0.15000000000000002,0.0,0.0
0.17500000000000002,0.0,0.0
0.2,0.0,0.0
